"","PARK","BOROUGH","SIZE.(ACRES)","CATEGORY","MURDER","RAPE","ROBBERY","FELONY.ASSAULT","BURGLARY","GRAND.LARCENY","GRAND.LARCENY.OF.MOTOR.VEHICLE","TOTAL","Quarter","Year"
"1181","ALLEY ATHLETIC PLAYGROUND","QUEENS       ",27.531,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1182","ALLEY PARK","QUEENS       ",2.446,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1183","ALLEY POND PARK","QUEENS       ",635.514,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,"Q2",2015
"1184","ALLISON POND PARK","STATEN ISLAND",9.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1185","ALMEDA PLAYGROUND","QUEENS       ",1.43,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1186","AMBROSINI FIELD","BRONX        ",6.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1187","AMERICAN PLAYGROUND","BROOKLYN     ",0.896,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1188","AMERICAN VETERANS MEMORIAL PIER","BROOKLYN     ",3.169,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1189","AMERSFORT PARK","BROOKLYN     ",3.557,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q2",2015
"1190","AMPERE PLAYGROUND","QUEENS       ",1.318,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1191","ANCHORAGE PLAZA","BROOKLYN     ",2.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1192","ANDREW HASWELL GREEN PARK","MANHATTAN    ",1.984,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1193","ANDREWS GROVE","QUEENS       ",0.518,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1194","ANDRIES PLAYGROUND","BROOKLYN     ",0.964,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1195","ANIBAL AVILES PLAYGROUND","MANHATTAN    ",0.517,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1196","ANNADALE GREEN","STATEN ISLAND",0.3,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1197","ANNADALE PLAYGROUND","QUEENS       ",1.013,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1198","ANNUNCIATION PARK","MANHATTAN    ",1.24,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1199","AQUEDUCT WALK","BRONX        ",13.533,"ONE ACRE OR LARGER",0,0,1,0,0,1,0,2,"Q2",2015
"1200","ARBUTUS WOODS PARK","STATEN ISLAND",2.65,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1201","ARCILLA PLAYGROUND","BRONX        ",1.377,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1202","ARDEN WOODS","STATEN ISLAND",145.864,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1203","ARROCHAR PLAYGROUND","STATEN ISLAND",0.892,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1204","ARVERNE PLAYGROUND","QUEENS       ",0.993,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1205","ASPHALT GREEN","MANHATTAN    ",4.35,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1206","ASSER LEVY PARK","BROOKLYN     ",21.039,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,"Q2",2015
"1207","ASSER LEVY PLAYGROUND","MANHATTAN    ",2.436,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1208","ASTORIA HEALTH PLAYGROUND","QUEENS       ",0.207,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1209","ASTORIA HEIGHTS PLAYGROUND","QUEENS       ",2.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1210","ASTORIA PARK","QUEENS       ",59.956,"ONE ACRE OR LARGER",0,0,0,1,0,0,0,1,"Q2",2015
"1211","ATHENS SQUARE","QUEENS       ",0.925,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1212","AUBURNDALE PLAYGROUND","QUEENS       ",0.686,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1213","AUDUBON PLAYGROUND","MANHATTAN    ",0.656,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1214","AUGUSTUS ST. GAUDENS PLAYGROUND","MANHATTAN    ",0.642,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1215","BAILEY PLAYGROUND","BRONX        ",3.533,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1216","BAISLEY POND PARK","QUEENS       ",109.609,"ONE ACRE OR LARGER",0,0,0,2,0,0,0,2,"Q2",2015
"1217","BANNEKER PLAYGROUND","BROOKLYN     ",1.67,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1218","BARRETT PARK","STATEN ISLAND",8.108,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1219","BARRETTO PARK","BRONX        ",0.12,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1220","BARRETTO POINT PARK","BRONX        ",11.161,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1221","BARRIER PLAYGROUND","QUEENS       ",0.867,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1222","BARTEL-PRITCHARD SQUARE","BROOKLYN     ",1.711,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1223","BARTLETT PLAYGROUND","BROOKLYN     ",0.918,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1224","BARUCH PLAYGROUND","MANHATTAN    ",2.32,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1225","BATH BEACH PARK","BROOKLYN     ",2.964,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1226","BATH PLAYGROUND","BROOKLYN     ",1.157,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1227","BATHGATE PLAYGROUND","BRONX        ",2.5,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1228","BATTERY PARK","MANHATTAN    ",21.88,"ONE ACRE OR LARGER",0,0,0,1,0,1,0,2,"Q2",2015
"1229","BATTERY PARK CITY","MANHATTAN    ",29.99,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1230","BAY TERRACE PLAYGROUND","QUEENS       ",0.91,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1231","BAYSIDE FIELDS","QUEENS       ",2.69,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1232","BAYSIDE PLAYGROUND","QUEENS       ",1.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1233","BAYSWATER PARK","QUEENS       ",40.07,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1234","BAYVIEW PLAYGROUND","BROOKLYN     ",1.21,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1235","BAYVIEW TERRACE PARK","STATEN ISLAND",16.944,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1236","BEACH 17 PLAYGROUND","QUEENS       ",13.75,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1237","BEACH 30TH STREET PLAYGROUND","QUEENS       ",7.122,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1238","BEACH 59TH ST PLAYGROUND","QUEENS       ",0.618,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1239","BEACH 9 PLAYGROUND","QUEENS       ",4.863,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1240","BEACH CHANNEL PARK","QUEENS       ",12.624,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1241","BEACH CHANNEL PLAYGROUND","QUEENS       ",1.051,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1242","BEANSTALK PLAYGROUND","BRONX        ",0.267,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1243","BEDFORD PLAYGROUND","BROOKLYN     ",0.881,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1244","BEHAGEN PLAYGROUND","BRONX        ",3.348,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1245","BELL MALLS","QUEENS       ",1.652,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1246","BELLAIRE PLAYGROUND","QUEENS       ",0.809,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1247","BELLEROSE PLAYGROUND","QUEENS       ",0.996,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1248","BELLEVUE SOUTH PARK","MANHATTAN    ",1.593,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1249","BELMONT PLAYGROUND BRONX","BRONX        ",2.213,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1250","BELMONT PLAYGROUND BROOKLYN","BROOKLYN     ",1.177,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1251","BELT PARKWAY","QUEENS       ",202.647,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1252","BELT PARKWAY/SHORE PARKWAY","BROOKLYN/QUEENS",760.43,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1253","BENNETT PARK","MANHATTAN    ",1.8,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1254","BENNETT REST","MANHATTAN    ",3.567,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1255","BENNINGER PLAYGROUND","QUEENS       ",0.574,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1256","BENSON PLAYGROUND","BROOKLYN     ",0.934,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1257","BENSONHURST PARK","BROOKLYN     ",17.5,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1258","BERGEN BEACH PLAYGROUND","BROOKLYN     ",0.927,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1259","BERRY PLAYGROUND","BROOKLYN     ",0.327,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1260","BETSY HEAD PARK","BROOKLYN     ",10.555,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1261","BICENTENNIAL VETERANS MEMORIAL PARK","BRONX        ",9.395,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1262","BIG BUSH PARK","QUEENS       ",2.5,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1263","BILDERSEE PLAYGROUND","BROOKLYN     ",1.416,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1264","BILL BOJANGLES ROBINSON PLAYGROUND","MANHATTAN    ",0.172,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1265","BILL BROWN PLAYGROUND","BROOKLYN     ",3.214,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,"Q2",2015
"1266","BLACK ROCK PLAYGROUND","BRONX        ",0.322,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1267","BLAKE HOBBS PLAYGROUND","MANHATTAN    ",1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1268","BLAND PLAYGROUND","QUEENS       ",0.551,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1269","BLEECKER PLAYGROUND","MANHATTAN    ",0.356,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1270","BLOOD ROOT VALLEY","STATEN ISLAND",161.242,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1271","BLOOMINGDALE PARK","STATEN ISLAND",138.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1272","BLOOMINGDALE PLAYGROUND","MANHATTAN    ",0.715,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1273","BLUE HERON PARK","STATEN ISLAND",217.45,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1274","BLUEBERRY PARK","STATEN ISLAND",0.724,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1275","BOERUM PARK","BROOKLYN     ",0.918,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1276","BOOKER T. WASHINGTON PLAYGROUND","MANHATTAN    ",1.441,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1277","BOWLING GREEN","MANHATTAN    ",1.016,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1278","BOWNE PARK","QUEENS       ",11.788,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1279","BOWNE PLAYGROUND","QUEENS       ",1.28,"ONE ACRE OR LARGER",0,0,0,1,0,0,0,1,"Q2",2015
"1280","BRADYS POND PARK","STATEN ISLAND",6.402,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1281","BRANT POINT WILDLIFE SANCTUARY","QUEENS       ",19.556,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1282","BREININGER PARK","QUEENS       ",3.4,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q2",2015
"1283","BREUKELEN BALLFIELDS","BROOKLYN     ",16.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1284","BREVOORT PLAYGROUND","BROOKLYN     ",1.485,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1285","BRIARWOOD PLAYGROUND","QUEENS       ",1.558,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1286","BRIDGE AND TUNNEL PARK","QUEENS       ",0.318,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1287","BRIDGE PARK 3","BROOKLYN     ",1.934,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1288","BRIDGE PARK BRONX","BRONX        ",7.156,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1289","BRIDGE PARK BROOKLYN","BROOKLYN     ",2.117,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1290","BRIDGE PLAYGROUND","BRONX        ",0.61,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1291","BRIGHTON PLAYGROUND","BROOKLYN     ",1.225,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1292","BRIZZI PLAYGROUND","BROOKLYN     ",0.649,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1293","BROAD CHANNEL AMERICAN PARK","QUEENS       ",18.768,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1294","BROAD CHANNEL PARK","QUEENS       ",1.52,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1295","BROAD CHANNEL WETLANDS","QUEENS       ",37.95,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1296","BROADWAY MALLS","MANHATTAN    ",10.242,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1297","BRONX PARK","BRONX        ",718.373,"ONE ACRE OR LARGER",0,0,0,1,0,3,0,4,"Q2",2015
"1298","BRONX RIVER PARKWAY","BRONX        ",205.647,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1299","BROOKLYN BOTANIC GARDEN","BROOKLYN     ",47.57,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1300","BROOKLYN BRIDGE PARK","BROOKLYN     ",21.185,"ONE ACRE OR LARGER",0,0,0,0,0,2,0,2,"Q2",2015
"1301","BROOKLYN HEIGHTS PROMENADE","BROOKLYN     ",3.035,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1302","BROOKLYN MUSEUM","BROOKLYN     ",12.66,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1303","BROOKVILLE PARK","QUEENS       ",89.946,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1304","BROWER PARK","BROOKLYN     ",7.047,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1305","BROWNSVILLE PLAYGROUND","BROOKLYN     ",3.017,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1306","BRUCKNER PLAYGROUND","BRONX        ",1.053,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1307","BRUST PARK","BRONX        ",1.79,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1308","BRYANT PARK","MANHATTAN    ",9.603,"ONE ACRE OR LARGER",0,0,0,1,0,1,0,2,"Q2",2015
"1309","BUFANO PARK","BRONX        ",1.904,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1310","BULOVA PARK","QUEENS       ",1.502,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1311","BUNKER PONDS PARK","STATEN ISLAND",36.691,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1312","BURNS PLAYGROUND","BRONX        ",1.623,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1313","BUSHWICK INLET PARK","BROOKLYN     ",9.01,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,"Q2",2015
"1314","BUSHWICK PLAYGROUND ON FLUSHING AVENUE","BROOKLYN     ",1.29,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1315","BUSHWICK PLAYGROUND ON KNICKERBOCKER AVENUE","BROOKLYN     ",2.783,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1316","BUTTERFLY GARDENS","BROOKLYN     ",0.442,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1317","CADMAN PLAZA PARK","BROOKLYN     ",10.384,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1318","CALLAHAN-KELLY PLAYGROUND","BROOKLYN     ",3.253,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1319","CALVERT VAUX PARK","BROOKLYN     ",85.527,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1320","CAMBRIA PLAYGROUND","QUEENS       ",4.635,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1321","CANAL PARK","MANHATTAN    ",0.669,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1322","CANARSIE PARK","BROOKLYN     ",132.2,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,"Q2",2015
"1323","CAPTAIN JACOB JOSEPH PLAYGROUND","MANHATTAN    ",0.135,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1324","CAPTAIN RIVERA PLAYGROUND","BRONX        ",0.988,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1325","CAPTAIN TILLY PARK","QUEENS       ",9.16,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q2",2015
"1326","CARDOZO PLAYGROUND","QUEENS       ",2.096,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1327","CARL SCHURZ PARK","MANHATTAN    ",14.938,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1328","CARLTON PARK AT CARLTON AVENUE & FOSTER ROAD","STATEN ISLAND",2.288,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1329","CARLTON PARK AT CARLTON BOULEVARD & CROWN AVENUE","STATEN ISLAND",1.25,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1330","CARMANSVILLE PLAYGROUND","MANHATTAN    ",0.573,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1331","CARROLL PARK","BROOKLYN     ",1.874,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1332","CARTER G. WOODSON CHILDREN'S PARK","BROOKLYN     ",0.918,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1333","CARVER PLAYGROUND","BROOKLYN     ",0.964,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1334","CASERTA PLAYGROUND","BRONX        ",1,"ONE ACRE OR LARGER",0,0,0,1,0,0,0,1,"Q2",2015
"1335","CASTLE HILL LITTLE LEAGUE FIELD","BRONX        ",1.707,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1336","CASTLE HILL PARK","BRONX        ",8.834,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1337","CASTLE HILL PLAYGROUND","BRONX        ",1.368,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1338","CASTLEWOOD PLAYGROUND","QUEENS       ",2.059,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1339","CEDAR GROVE PLAYGROUND","QUEENS       ",0.619,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1340","CEDAR PLAYGROUND","BRONX        ",1.8,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1341","CENTREVILLE PLAYGROUND","QUEENS       ",2.095,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1342","CENTURY PLAYGROUND","BROOKLYN     ",2.282,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1343","CHALLENGE PLAYGROUND","QUEENS       ",2.035,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1344","CHAPPETTO SQUARE","QUEENS       ",1.226,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1345","CHARLIE'S PLACE","BROOKLYN     ",1.26,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1346","CHARLTON GARDEN","BRONX        ",0.488,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1347","CHELSEA PARK","MANHATTAN    ",3.9,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,"Q2",2015
"1348","CHELSEA RECREATION CENTER","MANHATTAN    ",0.385,"RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1349","CHERRY CLINTON PLAYGROUND","MANHATTAN    ",0.483,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1350","CHERRY TREE PARK","MANHATTAN    ",0.95,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1351","CHESTER PLAYGROUND","BROOKLYN     ",1,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q2",2015
"1352","CHIARANTANO PLAYGROUND","BROOKLYN     ",0.206,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1353","CITY HALL PARK","MANHATTAN    ",8.8,"ONE ACRE OR LARGER",0,0,0,1,0,0,0,1,"Q2",2015
"1354","CITY ISLAND WETLANDS","BRONX        ",8.005,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1355","CITY LINE PARK","BROOKLYN     ",3.552,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1356","CLAREMONT PARK","BRONX        ",38.536,"ONE ACRE OR LARGER",0,0,3,4,0,1,0,8,"Q2",2015
"1357","CLARK PLAYGROUND","BRONX        ",0.722,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1358","CLASSON PLAYGROUND AT CLASSON AVENUE & KENT","BROOKLYN     ",2.982,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1359","CLASSON PLAYGROUND AT CLASSON AVENUE & LAFAYETTE AVENUE","BROOKLYN     ",1.336,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1360","CLAWSON PLAYGROUND","STATEN ISLAND",3.593,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1361","CLEARVIEW PARK","QUEENS       ",6.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1362","CLEARVIEW PARK GOLF COURSE","QUEENS       ",110.93,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
"1363","CLEMENT CLARKE MOORE PARK","MANHATTAN    ",0.489,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1364","CLEOPATRA PLAYGROUND","BRONX        ",0.618,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,"Q2",2015
"1365","CLINTONVILLE PLAYGROUND","QUEENS       ",1.553,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q2",2015
